Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Body Material (product.metafields.custom.body_material),Brand (product.metafields.custom.brand),Instrument Compatibility (product.metafields.custom.instrument_compatibility),Instrument Type (product.metafields.custom.instrument_type),Key (product.metafields.custom.key),Key Features 1 (product.metafields.custom.key_features_1),Key Features 2 (product.metafields.custom.key_features_2),Key Features 3 (product.metafields.custom.key_features_3),Key Plating (product.metafields.custom.key_material),Key Post Material (product.metafields.custom.key_post_material),meter (product.metafields.custom.meter),Pad Type (product.metafields.custom.pad_type),Product Grouping Option 1 (product.metafields.custom.product_grouping_option_1),Product Grouping Option 1 Value (product.metafields.custom.product_grouping_option_1_value),Product Type (product.metafields.custom.product_type),Skill Level (product.metafields.custom.skill_level),_Included_Accessories (product.metafields.custom._included_accessories),Product subtitle (product.metafields.descriptors.subtitle),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),rebate new (product.metafields.rebate.new),rebate old (product.metafields.rebate.old),Product rating count (product.metafields.reviews.rating_count),Bell size (product.metafields.shopify.bell-size),Clarinet key system (product.metafields.shopify.clarinet-key-system),Compatible clarinet type (product.metafields.shopify.compatible-clarinet-type),Instrument/Accessory finish (product.metafields.shopify.instrument-accessory-finish),Instrument material (product.metafields.shopify.instrument-material),Mouthpiece (product.metafields.shopify.mouthpiece),Reed strength (product.metafields.shopify.reed-strength),Tip opening (product.metafields.shopify.tip-opening),Tuning pitch (product.metafields.shopify.tuning-pitch),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
buffet-crampon-mopane-r13-clarinet,Buffet Crampon Mopane R13 A Clarinet,"<!-- 
  Page Title: Buffet Crampon Mopane R13 Clarinet – A Masterpiece of Sound & Craftsmanship
  Meta Description: Discover the exquisite Buffet Crampon Mopane R13 Clarinet. Designed for professionals, it offers rich tones, enhanced projection, and precision engineering.
-->

<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h2 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h3 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }

  .text-center {
    text-align: center;
  }

  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }

  .text-center2 {
    text-align: center;
    text-decoration: underline;
    color: #414040;
  }

  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }

  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }

  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }

  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }

  .tab-content.active {
    display: block;
  }

  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }

  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }

  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>

<article>
  <header>
    <h1 class=""h1"">Buffet Crampon Mopane R13 Clarinet</h1>
    <p class=""text-center1"">Exquisite Tone Meets Cutting-Edge Craftsmanship</p>
    <p>
      Experience the pinnacle of clarinet design with the <strong>Mopane R13</strong>. Hand-selected mopane wood delivers a rich, warm resonance, while Buffet Crampon’s legendary engineering ensures perfect intonation, smooth key action, and an elegant look that stands out in any performance setting.
    </p>
  </header>

  <!-- Tab Navigation -->
  <div class=""tabs"">
    <div data-tab=""overview"" class=""tab active"">Overview</div>
    <div data-tab=""description"" class=""tab"">Professional Appeal</div>
    <div data-tab=""specifications"" class=""tab"">Tech Specs</div>
  </div>

  <!-- Tab Content: Overview -->
  <div class=""tab-content active"" id=""overview"">
    <p class=""h2""><strong>Unmatched Warmth &amp; Projection</strong></p>
    <p>
      The combination of mopane wood’s dense grain and Buffet Crampon’s poly-cylindrical bore design yields a clarinet with remarkable tonal range. From resonant lows to vibrant highs, the <strong>Mopane R13</strong> projects your sound with clarity, filling intimate recital halls or grand auditoriums with equal finesse.
    </p>
  </div>

  <!-- Tab Content: Description -->
  <div class=""tab-content"" id=""description"">
    <section>
      <header>
        <h1 class=""h2""><strong>Precision Engineering for Demanding Performances</strong></h1>
        <p class=""text-center1""><strong>Effortless Action &amp; Refined Comfort</strong></p>
        <p>
          Every mechanism on this clarinet, from the hand-crafted keys to the blue steel springs, is meticulously calibrated. This professional attention to detail ensures lightning-fast response and fluid fingering. The adjustable thumb rest and silver-plated keys provide comfort and style, reducing fatigue while enhancing onstage presence.
        </p>
      </header>
    </section>

    <section>
      <h2 class=""h3""><strong>Elevate Your Musical Expression</strong></h2>
      <p>
        With each instrument tested and fine-tuned by Buffet Crampon artisans, the <strong>Mopane R13 Clarinet</strong> guarantees a playing experience as inspiring as it is precise. Whether you’re a soloist commanding the spotlight or a chamber musician seeking a unified ensemble sound, this clarinet adapts to your artistic vision effortlessly.
      </p>
      <p>
        From concertos to chamber works, its expressive capabilities and clarity of tone empower you to captivate audiences with every performance.
      </p>
    </section>
  </div>

  <!-- Tab Content: Technical Specifications -->
  <div class=""tab-content"" id=""specifications"">
    <p class=""h2""><strong>Mopane R13 Clarinet – Key Highlights</strong></p>
    <table class=""spec-table"">
      <colgroup>
        <col style=""width: 33%;"">
        <col style=""width: 67%;"">
      </colgroup>
      <tbody>
        <tr>
          <th>Wood</th>
          <td>Limited Edition Mopane, Poly-cylindrical bore</td>
        </tr>
        <tr>
          <th>Key</th>
          <td>A</td>
        </tr>
        <tr>
          <th>Pitch</th>
          <td>440/442 Hz</td>
        </tr>
        <tr>
          <th>Keywork</th>
          <td>17 keys, 6 rings, nickel silver, blue steel springs</td>
        </tr>
        <tr>
          <th>Pads</th>
          <td>Premium double skin</td>
        </tr>
        <tr>
          <th>Thumb Rest</th>
          <td>Adjustable for enhanced comfort</td>
        </tr>
        <tr>
          <th>Case</th>
          <td>Leather deluxe case included</td>
        </tr>
        <tr>
          <th>Mouthpiece</th>
          <td>High-grade Buffet Crampon mouthpiece</td>
        </tr>
      </tbody>
    </table>
  </div>

  <footer>
    <p>
      Elevate your musical artistry with the <strong>Buffet Crampon Mopane R13 Clarinet</strong>. Seamlessly blending tradition and innovation, this limited-edition masterpiece embodies the passion and precision that have made Buffet Crampon a gold standard for generations.
    </p>
  </footer>
</article>

<script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>
",Buffet Crampon,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets,Clarinets,"buffet, buffet-crampon, clarinet, greenline, grenadilla, horn, INSTRUMENT, Key of A, Limited Edition, New, pro, Professional, r13",true,Title,Default Title,,,,,,,,BC1231M-5-0,6259.574706,shopify,deny,manual,5629.00,9611.00,true,true,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponR13B_Clarinet_MopaneLimitedEdition0.webp?v=1737618278,1,"",false,Buffet Crampon Mopane R13 Clarinet – A Masterpiece of Sound & Craftsmanship,"Discover the exquisite Buffet Crampon Mopane R13 Clarinet. Designed for professionals, it offers rich tones, enhanced projection, and precision engineering.",,,,,new,TRUE,,,,,, Mopane Wood,Buffet Crampon,A Soprano Clarinet,A Soprano Clarinet, A,,,," Silver Plated
 Nickel Plated", Silver Plated,, Skin Pads,,,Instrument,"Intermediate
Professional",,,,,TRUE,30000,15000,,,boehm,,mopane-wood,mopane-wood,bb; a,,,,,,,,,lb,,4548.00,active
buffet-crampon-mopane-r13-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponR13B_Clarinet_MopaneLimitedEdition4.webp?v=1737618389,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-mopane-r13-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponR13B_Clarinet_MopaneLimitedEdition2_d6447cc6-7c00-4283-85b8-9baf2950ac75.webp?v=1737618389,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-mopane-r13-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponR13B_Clarinet_MopaneLimitedEdition3_e679fdec-ae7b-4cd7-bff5-e85880d75cab.webp?v=1737618389,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-mopane-r13-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponR13B_Clarinet_MopaneLimitedEdition1.webp?v=1737618389,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rz-andante-bb-clarinet,RZ Andante B♭ Clarinet,"<!-- 
  Page Title: RZ Andante B♭ Clarinet – Ideal for Student & Intermediate Players
  Meta Description: The RZ Andante B♭ Clarinet is crafted for student and intermediate musicians, offering warm tone, durable construction, and comfortable playability.
-->

<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h2 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h3 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }

  .text-center {
    text-align: center;
  }

  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }

  .text-center2 {
    text-align: center;
    text-decoration: underline;
    color: #414040;
  }

  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }

  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }

  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }

  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }

  .tab-content.active {
    display: block;
  }

  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }

  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }

  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>

<article>
  <header>
    <h1 class=""h1"">RZ Andante B♭ Clarinet</h1>
    <p class=""text-center1"">A Dependable Choice for Emerging Musicians</p>
    <p>
      Handcrafted from premium Grenadilla wood, the <strong>RZ Andante B♭ Clarinet</strong> delivers a full-bodied tone that helps student and intermediate players shine. Its comfortable design and durable components encourage steady progress, ensuring that every note resonates with clarity.
    </p>
  </header>

  <!-- Tab Navigation -->
  <div class=""tabs"">
    <div data-tab=""overview"" class=""tab active"">Overview</div>
    <div data-tab=""description"" class=""tab"">Description</div>
    <div data-tab=""specifications"" class=""tab"">Tech Specs</div>
  </div>

  <!-- Tab Content: Overview -->
  <div class=""tab-content active"" id=""overview"">
    <p class=""h2""><strong>Inspiring Consistency &amp; Growth</strong></p>
    <p>
      Whether preparing for school band rehearsals or practicing for recitals, the <strong>Andante B♭ Clarinet</strong> offers reliability and comfort that encourage steady musical development. Its ergonomic thumb rest reduces fatigue during extended sessions, while leather pads maintain a secure seal for enhanced pitch stability.
    </p>
  </div>

  <!-- Tab Content: Description -->
  <div class=""tab-content"" id=""description"">
    <section>
      <header>
        <h1 class=""h2""><strong>Precision Build &amp; Student-Friendly Design</strong></h1>
        <p class=""text-center1""><strong>Elevate Your Playing Experience</strong></p>
        <p>
          Outfitted with 17 keys and 6 rings, the <strong>RZ Andante</strong> boasts silver-plated keywork for a polished look and effortless action. The included single barrel, along with an RZ student set mouthpiece, ligature, and cap, equips you with everything needed to achieve a balanced, resonant sound from day one.
        </p>
      </header>
    </section>

    <section>
      <h2 class=""h3""><strong>Comprehensive Maintenance &amp; Style</strong></h2>
      <p>
        Accompanied by a complete cleaning set and a sturdy RZ case, the Andante clarinet remains performance-ready and protected on the go. This cohesive package ensures you can focus on refining your technique while maintaining the instrument’s pristine condition.
      </p>
      <p>
        From expanding your repertoire to enhancing tonal control, the <strong>RZ Andante B♭ Clarinet</strong> supports an enjoyable learning curve for developing musicians.
      </p>
    </section>
  </div>

  <!-- Tab Content: Tech Specs -->
  <div class=""tab-content"" id=""specifications"">
    <p class=""h2""><strong>Andante B♭ Clarinet at a Glance</strong></p>
    <table class=""spec-table"">
      <colgroup>
        <col style=""width: 33%;"">
        <col style=""width: 67%;"">
      </colgroup>
      <tbody>
        <tr>
          <th>Body Material</th>
          <td>Premium Grenadilla wood</td>
        </tr>
        <tr>
          <th>Keys &amp; Rings</th>
          <td>17 keys, 6 rings</td>
        </tr>
        <tr>
          <th>Pads</th>
          <td>High-quality leather pads for durability</td>
        </tr>
        <tr>
          <th>Thumb Rest</th>
          <td>Adjustable for maximum comfort</td>
        </tr>
        <tr>
          <th>Finish</th>
          <td>Silver-plated keywork for a refined look</td>
        </tr>
        <tr>
          <th>Mouthpiece</th>
          <td>RZ student set (includes ligature &amp; cap)</td>
        </tr>
        <tr>
          <th>Maintenance Kit</th>
          <td>Complete RZ cleaning set</td>
        </tr>
        <tr>
          <th>Case</th>
          <td>Protective RZ case for transport &amp; storage</td>
        </tr>
      </tbody>
    </table>
  </div>

  <footer>
    <p>
      Unlock your potential with the <strong>RZ Andante B♭ Clarinet</strong>. Thoughtfully designed for comfortable play and dependable tone, it nurtures each step of your musical journey, from the practice room to the performance stage.
    </p>
  </footer>
</article>

<script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>
",RZ Clarinets,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets,Clarinets,"Bb, clarinet, INSTRUMENT, Intermediate, Key of Bb, New, step",true,Title,Default Title,,,,,,,,RZ-CL4300-0,6259.574706,shopify,continue,manual,1499.00,,true,true,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZAndante1.jpg?v=1715491634,1,RZ Andante Bb Clarinet,false,RZ Andante B♭ Clarinet – Ideal for Student & Intermediate Players,"The RZ Andante B♭ Clarinet is crafted for student and intermediate musicians, offering warm tone, durable construction, and comfortable playability.",,,,,,,,,,,, Grenadilla Wood,{{ product.vendor }},Bb Soprano Clarinet,Bb Soprano Clarinet, Bb,,,, Heavy Silver Plated, Silver Plated,, Leather,,,Instrument,"Student
Intermediate",,,,,,,,,,boehm,,black,african-blackwood,bb,,,,,,,Student Clarinet,,lb,,850.00,active
rz-andante-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZAndante2.jpg?v=1715491636,2,RZ Andante Bb Clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rz-andante-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZAndante3.jpg?v=1715491636,3,RZ Andante Bb Clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rz-andante-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZAndante4.jpg?v=1715491635,4,RZ Andante Bb Clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rz-conservatory-bb-clarinet,RZ Conservatory B♭ Clarinet,"<!-- 
  Page Title: RZ Conservatory B♭ Clarinet – Elevated Performance for Intermediate Musicians
  Meta Description: The RZ Conservatory B♭ Clarinet is crafted for intermediate musicians, offering rich sound, ergonomic comfort, and high-quality construction.
-->

<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h2 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h3 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }

  .text-center {
    text-align: center;
  }

  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }

  .text-center2 {
    text-align: center;
    text-decoration: underline;
    color: #414040;
  }

  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }

  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }

  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }

  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }

  .tab-content.active {
    display: block;
  }

  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }

  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }

  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>

<article>
  <header>
    <h1 class=""h1"">Elevate Your Performance with the RZ Conservatory B♭ Clarinet</h1>
    <p>The <strong>RZ Conservatory B♭ Clarinet</strong> is expertly designed for the intermediate musician, providing a rich and warm sound through its premium Grenadilla wood construction. With a 440/442 Hz pitch, this clarinet is crafted for serious players who demand quality and comfort.</p>
  </header>

  <!-- Tab Navigation -->
  <div class=""tabs"">
    <div data-tab=""overview"" class=""tab active"">Overview</div>
    <div data-tab=""description"" class=""tab"">Description</div>
    <div data-tab=""specifications"" class=""tab"">Tech Specs</div>
  </div>

  <!-- Tab Content: Overview -->
  <div class=""tab-content active"" id=""overview"">
    <p class=""h2""><strong>Exceptional Construction &amp; Ergonomic Design</strong></p>
    <p>
      This clarinet features durable leather pads and an adjustable thumb rest, combining longevity with ergonomic comfort for extended playability. The heavily silver-plated keywork enhances elegance and provides increased resistance to wear, ensuring reliable performance over time.
    </p>
  </div>

  <!-- Tab Content: Description -->
  <div class=""tab-content"" id=""description"">
    <section>
      <header>
        <h1 class=""h2""><strong>Comprehensive Package for Maintenance</strong></h1>
        <p class=""text-center1""><strong>All Essentials at Your Fingertips</strong></p>
        <p>
          Included with the RZ Conservatory B♭ Clarinet are a single barrel, an RZ case, and a cleaning set, offering everything you need for proper upkeep. For added functionality, an optional alternate E♭ lever is available, ensuring adaptability for a range of musical demands.
        </p>
      </header>
    </section>

    <section>
      <h2 class=""h3""><strong>Crafted for the Serious Musician</strong></h2>
      <p>
        Whether you’re focused on honing your skills or preparing for recitals, the <strong>RZ Conservatory B♭ Clarinet</strong> offers superior tone, reliable performance, and comfortable handling. Step up your musical journey with a clarinet designed to support and inspire intermediate players who strive for excellence.
      </p>
    </section>
  </div>

  <!-- Tab Content: Tech Specs -->
  <div class=""tab-content"" id=""specifications"">
    <p class=""h2""><strong>Key Features</strong></p>
    <table class=""spec-table"">
      <colgroup>
        <col style=""width: 33%;"">
        <col style=""width: 67%;"">
      </colgroup>
      <tbody>
        <tr>
          <th>Material</th>
          <td>Premium Slow Aged Grenadilla wood</td>
        </tr>
        <tr>
          <th>Pitch</th>
          <td>440/442 Hz</td>
        </tr>
        <tr>
          <th>Pads</th>
          <td>Leather pads for durability</td>
        </tr>
        <tr>
          <th>Thumb Rest</th>
          <td>Adjustable for ergonomic comfort</td>
        </tr>
        <tr>
          <th>Keywork</th>
          <td>Heavily silver-plated for elegance and reliability</td>
        </tr>
        <tr>
          <th>Accessories</th>
          <td>Includes single barrel, RZ case, and cleaning set</td>
        </tr>
        <tr>
          <th>Optional</th>
          <td>Alternate E♭ lever available</td>
        </tr>
      </tbody>
    </table>
  </div>

  <footer>
    <p>
      Step up your musical journey with the <strong>RZ Conservatory B♭ Clarinet</strong>. Crafted for exceptional sound, comfort, and reliability, it is the ideal choice for the intermediate musician.
    </p>
  </footer>
</article>

<script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>
",RZ Clarinets,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets,Clarinets,"Bb, clarinet, INSTRUMENT, Intermediate, Key of Bb, New, step",true,Auxiliary Eb Lever,With Eb Lever,,,,,,,,RZ-CL4401-0,6259.574706,shopify,continue,manual,2249.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZConservatory1.jpg?v=1715491636,1,RZ Conservatory Bb Clarinet,false,RZ Conservatory B♭ Clarinet – Elevated Performance for Aspiring Musicians,"The RZ Conservatory B♭ Clarinet is crafted for intermediate musicians, offering rich sound, ergonomic comfort, and high-quality construction.",,,,,,,,,,,, Grenadilla Wood,{{ product.vendor }},Bb Soprano Clarinet,Bb Soprano Clarinet, Bb,,,, Heavy Silver Plated, Silver Plated,, Leather,,,Instrument,"Student
Intermediate",,,,,,,,,,boehm,,black,african-blackwood,bb,,,,,,,Student Clarinet,,lb,,1300.00,active
rz-conservatory-bb-clarinet,,,,,,,,,No Eb Lever,,,,,,,,RZ-CL4400-0,6259.574706,shopify,continue,manual,2199.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZConservatory2.jpg?v=1715491636,2,RZ Conservatory Bb Clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1150.00,
rz-conservatory-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZConservatory3.jpg?v=1715491635,3,RZ Conservatory Bb Clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rz-conservatory-bb-clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/RZConservatory4.jpg?v=1715491637,4,RZ Conservatory Bb Clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
